course_id,course_name,school_name,class_start,class_end,user_count,class_duration_days,video_count,exercise_count,certificate,assignment,video,exam,discussion,article
C_1795748,Marketing in the Mobile Internet Era,郑州大学,2020-05-13T16:00:00.000000,2021-08-31T15:59:59.000000,51,474,42,16,0.0,60.0,10.0,30.0,0.0,0.0
C_1795810,世界冠军刘伟教你打乒乓,北京大学,2020-05-24T16:00:00.000000,2020-08-30T16:00:00.000000,6102,98,34,7,0.0,60.0,40.0,0.0,0.0,0.0
C_1796396,Production Engineering,中国石油大学（北京）,2020-05-13T16:00:00.000000,2021-08-31T15:59:59.000000,101,474,94,11,0.0,50.0,10.0,40.0,0.0,0.0
C_1797897,C程序设计,西北工业大学,2020-05-31T16:00:00.000000,2020-08-30T16:00:00.000000,640,91,97,15,1.0,20.0,30.0,50.0,0.0,0.0
C_1797904,深度学习基础,哈尔滨工业大学,2020-05-18T07:47:29.000000,2020-08-30T16:00:00.000000,10755,104,35,8,1.0,60.0,20.0,20.0,0.0,0.0
C_1801563,医学生理学实验,兰州大学,2020-05-19T06:34:05.000000,2020-08-30T16:00:00.000000,1635,103,30,29,0.0,50.0,50.0,0.0,0.0,0.0
C_1801907,零基础学统计,湖北大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,382,121,49,8,1.0,35.0,35.0,30.0,0.0,0.0
C_1801907,零基础学统计,湖北大学,2020-04-30T16:00:00.000000,2020-08-15T15:59:00.000000,382,106,49,8,1.0,35.0,35.0,30.0,0.0,0.0
C_1806527,清华MBA数字化战略,清华大学,2020-06-14T16:00:00.000000,2020-11-30T15:59:59.000000,7647,168,21,5,1.0,60.0,40.0,0.0,0.0,0.0
C_1808023,Western Music in the 20th century,北京大学,2020-05-17T16:00:00.000000,2021-08-31T15:59:59.000000,444,470,13,12,0.0,80.0,20.0,0.0,0.0,0.0
C_1808487,设计心理学,中国矿业大学,2020-06-19T16:00:00.000000,2020-09-20T15:59:59.000000,540,92,67,68,1.0,60.0,30.0,10.0,0.0,0.0
C_1808506,Rock Mechanics in Petroleum Engineering,中国石油大学（北京）,2020-05-21T16:00:00.000000,2021-08-31T15:59:59.000000,64,466,50,50,0.0,55.0,10.0,35.0,0.0,0.0
C_1808517,Oil and Gas Field Exploration,中国石油大学（北京）,2020-06-07T16:00:00.000000,2021-08-31T15:59:59.000000,35,449,49,27,0.0,50.0,10.0,30.0,10.0,0.0
C_1811720,血液学检验,重庆三峡医药高等专科学校,2020-05-24T16:00:00.000000,2020-08-25T15:59:59.000000,420,92,47,23,1.0,30.0,30.0,40.0,0.0,0.0
C_1811730,植物学（形态解剖部分）,曲阜师范大学,2020-05-24T16:00:00.000000,2020-08-10T15:59:59.000000,536,77,60,62,1.0,40.0,30.0,30.0,0.0,0.0
C_1811734,女装设计,江西服装学院,2020-05-24T16:00:00.000000,2020-08-25T15:59:59.000000,382,92,34,0,0.0,30.0,20.0,30.0,0.0,20.0
C_1811739,物理与文化,山东大学,2020-05-24T16:00:00.000000,2020-12-20T15:59:59.000000,9768,209,48,8,1.0,60.0,10.0,30.0,0.0,0.0
C_1811742,古生物学,云南大学,2020-05-24T16:00:00.000000,2020-08-25T15:59:59.000000,334,92,40,40,1.0,40.0,30.0,30.0,0.0,0.0
C_1811832,Interpreting China: A Dialogue between Tradition and Innovation,北京邮电大学,2020-05-26T16:00:00.000000,2021-08-31T15:59:59.000000,109,461,32,31,0.0,35.0,45.0,20.0,0.0,0.0
C_1811835,Medical Nursing,中南大学,2020-05-25T16:00:00.000000,2021-08-31T15:59:59.000000,182,462,142,145,0.0,30.0,30.0,30.0,10.0,0.0
C_1811839,Biochemistry and Molecular Biology,华中科技大学,2020-05-26T16:00:00.000000,2021-08-31T15:59:59.000000,595,461,107,11,0.0,50.0,0.0,50.0,0.0,0.0
C_1821200,学前儿童卫生与保健,运城幼儿师范高等专科学校,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,2528,121,34,1,1.0,30.0,55.0,15.0,0.0,0.0
C_1821490,A Guide to English-speaking Countries,暨南大学,2020-05-31T16:00:00.000000,2021-07-31T15:59:59.000000,133,425,43,52,0.0,60.0,40.0,0.0,0.0,0.0
C_1822804,临床中成药应用,重庆三峡医药高等专科学校,2020-06-04T16:00:00.000000,2020-08-10T15:59:00.000000,22319,66,86,79,1.0,30.0,50.0,20.0,0.0,0.0
C_1824911,妇科临床护理实践,重庆三峡医药高等专科学校,2020-05-31T16:00:00.000000,2020-08-30T15:59:59.000000,1409,90,49,17,1.0,30.0,40.0,30.0,0.0,0.0
C_1824918,国际私法,西北政法大学,2020-05-31T16:00:00.000000,2020-09-01T15:59:59.000000,304,92,30,28,1.0,70.0,30.0,0.0,0.0,0.0
C_1824924,植物检疫学,中国农业大学,2020-05-31T16:00:00.000000,2021-02-21T15:59:59.000000,4260,265,92,8,1.0,55.0,15.0,30.0,0.0,0.0
C_1824926,旅游景观文化与赏析,哈尔滨商业大学,2020-05-31T16:00:00.000000,2020-09-01T15:59:59.000000,225,92,40,27,1.0,40.0,30.0,30.0,0.0,0.0
C_1824928,生活中的生物学,北京交通大学,2020-06-05T16:00:00.000000,2021-01-17T15:59:59.000000,9342,225,92,15,1.0,60.0,30.0,10.0,0.0,0.0
C_1824931,网络安全-应用技术与工程实践,北京理工大学,2020-05-31T16:00:00.000000,2020-09-01T15:59:59.000000,233,92,59,3,1.0,10.0,20.0,30.0,20.0,20.0
C_1825107,俄罗斯历史（一）,俄罗斯圣彼得堡国立大学,2020-05-31T16:00:00.000000,2020-08-31T15:59:59.000000,1605,91,59,7,1.0,30.0,40.0,30.0,0.0,0.0
C_1825362,Environmental Accounting and Management,北京师范大学,2020-05-31T16:00:00.000000,2021-05-17T16:00:00.000000,157,351,25,9,0.0,0.0,60.0,0.0,0.0,40.0
C_1828098,English Novel Reading,青岛科技大学,2020-06-21T16:00:00.000000,2021-09-05T15:59:59.000000,160,440,49,0,0.0,25.0,35.0,0.0,20.0,20.0
C_1828106,Pharmacology,华中科技大学,2020-06-02T16:00:00.000000,2021-08-31T15:59:59.000000,192,454,80,29,0.0,40.0,60.0,0.0,0.0,0.0
C_1828108,C Programming,云南大学,2020-06-07T16:00:00.000000,2021-08-31T15:59:59.000000,186,449,51,61,0.0,25.0,35.0,40.0,0.0,0.0
C_1829948,体育教学论,北方民族大学,2020-06-02T16:00:00.000000,2020-08-31T15:59:59.000000,3590,89,38,38,1.0,30.0,30.0,20.0,20.0,0.0
C_1829950,模拟电子技术基础,西华大学,2020-03-31T16:00:00.000000,2020-07-31T15:59:00.000000,331,121,32,9,0.0,20.0,20.0,60.0,0.0,0.0
C_1844106,教育统计学,天津大学,2020-08-16T16:00:00.000000,2021-01-31T15:59:59.000000,8072,167,115,9,1.0,65.0,5.0,30.0,0.0,0.0
C_1844112,人类行为与社会环境,内蒙古大学,2020-06-09T16:00:00.000000,2020-08-31T15:59:59.000000,176,82,88,8,1.0,70.0,30.0,0.0,0.0,0.0
C_1844118,Acupuncture and Moxibustion,陕西中医药大学,2020-07-16T16:00:00.000000,2021-04-30T15:59:00.000000,200,287,33,42,0.0,15.0,75.0,10.0,0.0,0.0
C_1844128,Landscape Architecture Design,浙江建设职业技术学院,2020-06-17T16:00:00.000000,2021-08-31T15:59:59.000000,229,439,8,8,0.0,30.0,40.0,30.0,0.0,0.0
C_1854868,服装结构设计,江西服装学院,2020-06-14T16:00:00.000000,2020-08-31T15:59:00.000000,229,77,34,10,1.0,30.0,40.0,30.0,0.0,0.0
C_1862240,公共政策分析,清华大学,2020-07-31T16:00:00.000000,2020-12-31T15:59:59.000000,2069,152,63,7,1.0,40.0,20.0,40.0,0.0,0.0
C_1864055,Teach Me Trade Simulation,上海对外经贸大学,2020-09-02T16:00:00.000000,2021-08-31T15:59:59.000000,382,362,28,18,1.0,46.0,24.0,30.0,0.0,0.0
C_1864055,Teach Me Trade Simulation,上海对外经贸大学,2020-06-18T16:00:00.000000,2020-08-30T15:59:00.000000,382,72,28,18,1.0,46.0,24.0,30.0,0.0,0.0
C_1864060,中外文化精神十讲,长江大学,2020-06-17T16:00:00.000000,2020-08-31T15:59:59.000000,91,74,70,10,1.0,55.0,40.0,0.0,5.0,0.0
C_1864063,无土栽培学,河北农业大学,2020-06-17T16:00:00.000000,2020-08-31T15:59:59.000000,212,74,33,22,1.0,35.0,65.0,0.0,0.0,0.0
C_1864065,化工流体流动与传热,湖北理工学院,2020-06-17T16:00:00.000000,2020-08-31T15:59:59.000000,157,74,39,46,1.0,50.0,30.0,20.0,0.0,0.0
C_1864067,盆景制作与鉴赏,辽宁农业职业技术学院,2020-06-17T16:00:00.000000,2020-08-31T15:59:59.000000,961,74,33,25,1.0,35.0,35.0,30.0,0.0,0.0
C_1864068,应用随机过程,北京交通大学,2020-07-19T16:00:00.000000,2021-01-17T15:59:59.000000,6701,181,46,46,1.0,40.0,20.0,40.0,0.0,0.0
C_1875490,班主任技能训练,邢台学院,2020-06-23T16:00:00.000000,2020-10-05T15:59:59.000000,447,103,15,4,1.0,40.0,30.0,30.0,0.0,0.0
C_1875494,插花艺术,辽宁农业职业技术学院,2020-02-16T16:00:00.000000,2020-07-31T15:59:00.000000,1224,165,53,21,1.0,80.0,20.0,0.0,0.0,0.0
C_1875498,近世代数,北京交通大学,2020-06-23T16:00:00.000000,2021-01-17T15:59:59.000000,7938,207,84,23,1.0,40.0,30.0,30.0,0.0,0.0
C_1875509,园林树木,辽宁农业职业技术学院,2020-06-23T16:00:00.000000,2020-08-31T15:59:59.000000,800,68,53,31,1.0,32.0,38.0,30.0,0.0,0.0
C_1875518,人体解剖学,贵州医科大学,2020-06-23T16:00:00.000000,2020-08-31T15:59:59.000000,2645,68,82,0,1.0,0.0,60.0,40.0,0.0,0.0
C_1875518,人体解剖学,贵州医科大学,2020-08-31T16:00:00.000000,2021-01-01T15:59:00.000000,2645,122,82,0,1.0,0.0,60.0,40.0,0.0,0.0
C_1875535,Science-based Food Safety Supervision,暨南大学,2020-07-19T16:00:00.000000,2021-08-31T15:59:59.000000,106,407,16,15,0.0,100.0,0.0,0.0,0.0,0.0
C_1875539,Statistics,云南大学,2020-07-01T16:00:00.000000,2021-08-31T15:59:59.000000,159,425,44,9,0.0,30.0,30.0,40.0,0.0,0.0
C_1876253,常微分方程,北京交通大学,2020-08-24T16:00:00.000000,2020-12-31T15:59:59.000000,660,128,50,5,1.0,20.0,60.0,20.0,0.0,0.0
C_1886664,土地资源学,咸阳师范学院,2020-06-30T16:00:00.000000,2020-09-01T15:59:59.000000,75,62,34,39,1.0,50.0,20.0,30.0,0.0,0.0
C_1886672,宠物美容与护理,辽宁农业职业技术学院,2020-06-30T16:00:00.000000,2020-08-30T15:59:59.000000,1040,60,52,15,1.0,55.0,15.0,30.0,0.0,0.0
C_1886674,工程材料及机械制造基础,上海海洋大学,2020-06-30T16:00:00.000000,2020-09-01T15:59:59.000000,2712,62,58,22,1.0,50.0,20.0,30.0,0.0,0.0
C_1886681,Crystal Optics,西南石油大学,2020-07-01T16:00:00.000000,2021-08-31T15:59:59.000000,46,425,21,5,0.0,30.0,20.0,40.0,10.0,0.0
C_1886685,Heat Transfer,西安交通大学,2020-06-30T16:00:00.000000,2021-08-31T15:59:59.000000,51,426,58,5,0.0,60.0,40.0,0.0,0.0,0.0
C_1886689,Histology and Embryology,西安交通大学,2020-06-30T16:00:00.000000,2021-08-31T15:59:59.000000,103,426,53,18,0.0,15.0,35.0,50.0,0.0,0.0
C_1886691,The Economic Way of Thinking,西安交通大学,2020-06-30T16:00:00.000000,2021-08-31T15:59:59.000000,61,426,79,10,0.0,40.0,20.0,40.0,0.0,0.0
C_1886693,Music Appreciation,西安交通大学,2020-06-30T16:00:00.000000,2021-08-31T15:59:59.000000,54,426,55,7,0.0,30.0,40.0,30.0,0.0,0.0
C_1886695,Fundamentals of Inorganic Materials Science,陕西科技大学,2020-07-28T16:00:00.000000,2021-08-31T15:59:59.000000,100,398,54,6,0.0,30.0,40.0,30.0,0.0,0.0
C_1886696,Communication of Chinese Costume Art,中国传媒大学,2020-06-30T16:00:00.000000,2021-08-31T15:59:59.000000,315,426,62,6,0.0,80.0,10.0,10.0,0.0,0.0
C_1891038,Pharmacology,西安交通大学,2020-06-02T16:00:00.000000,2021-08-31T15:59:59.000000,112,454,65,40,0.0,40.0,40.0,20.0,0.0,0.0
C_1891047,Skills in English for General Academic Purposes,西安交通大学,2020-07-07T16:00:00.000000,2021-08-31T15:59:59.000000,152,419,39,24,0.0,80.0,20.0,0.0,0.0,0.0
C_1891049,Dental Anatomy and Physiology,西安交通大学,2020-07-22T16:00:00.000000,2021-08-31T15:59:59.000000,66,404,62,56,0.0,30.0,30.0,10.0,0.0,30.0
C_1891051,Physical Geology,中国石油大学（华东）,2020-07-09T16:00:00.000000,2021-04-15T15:59:59.000000,73,279,103,97,0.0,50.0,0.0,50.0,0.0,0.0
C_1891061,马克思主义基本原理概论,内蒙古农业大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,271,121,70,65,1.0,70.0,30.0,0.0,0.0,0.0
C_1896473,工程伦理,西安工程大学,2020-08-31T16:00:00.000000,2021-01-08T15:59:59.000000,147,129,41,7,1.0,45.0,25.0,30.0,0.0,0.0
C_1896473,工程伦理,西安工程大学,2020-02-13T00:00:00.000000,2020-07-30T16:00:00.000000,147,168,41,7,1.0,45.0,25.0,30.0,0.0,0.0
C_1896509,现代数字信号处理,西安工程大学,2020-07-05T16:00:00.000000,2020-12-31T15:59:59.000000,159,178,25,6,1.0,40.0,20.0,40.0,0.0,0.0
C_1903962,供热工程,承德石油高等专科学校,2020-07-09T16:00:00.000000,2020-08-30T15:59:59.000000,170,51,42,42,1.0,35.0,45.0,20.0,0.0,0.0
C_1903973,医学心理干预,清华大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,608,121,40,0,1.0,0.0,100.0,0.0,0.0,0.0
C_1903975,高等数学,内蒙古农业大学职业技术学院,2020-02-16T16:00:00.000000,2020-07-31T15:59:00.000000,286,165,82,50,1.0,70.0,30.0,0.0,0.0,0.0
C_1903975,高等数学,内蒙古农业大学职业技术学院,2020-08-31T16:00:00.000000,2021-01-16T15:59:59.000000,286,137,82,50,1.0,70.0,30.0,0.0,0.0,0.0
C_1903976,中华民族历史,中央民族大学,2020-07-09T16:00:00.000000,2020-08-30T15:59:59.000000,4797,51,12,9,1.0,35.0,15.0,50.0,0.0,0.0
C_1903980,抗美援朝精神,辽东学院,2020-07-09T16:00:00.000000,2021-02-21T15:59:59.000000,9568,226,53,7,1.0,45.0,30.0,25.0,0.0,0.0
C_1903983,学前教育学,东北师范大学,2020-11-12T16:00:00.000000,2021-02-28T15:59:59.000000,8716,107,51,9,1.0,40.0,30.0,30.0,0.0,0.0
C_1903985,公司并购与重组,清华大学,2020-07-31T16:00:00.000000,2020-11-30T15:59:59.000000,19649,121,66,7,1.0,50.0,10.0,40.0,0.0,0.0
C_1904002,Management: Chinese Perspective and Practice,云南大学,2020-07-09T16:00:00.000000,2021-08-31T15:59:59.000000,619,417,26,6,0.0,25.0,30.0,30.0,15.0,0.0
C_1904003,Principles of Microeconomics,北京工业大学,2020-07-09T16:00:00.000000,2021-08-31T15:59:59.000000,82,417,19,4,1.0,50.0,50.0,0.0,0.0,0.0
C_1907832,Materials for Road Engineering,长安大学,2020-07-20T16:00:00.000000,2021-08-31T15:59:59.000000,225,406,29,5,0.0,0.0,50.0,50.0,0.0,0.0
C_1907842,渗流力学,中国石油大学（北京）,2020-07-16T16:00:00.000000,2020-09-01T15:59:59.000000,3156,46,52,8,1.0,30.0,35.0,35.0,0.0,0.0
C_1907853,数据结构,云南大学,2020-01-20T00:00:00.000000,2020-07-30T16:00:00.000000,165,192,66,43,1.0,40.0,40.0,20.0,0.0,0.0
C_1907853,数据结构,云南大学,2020-07-05T16:00:00.000000,2020-09-13T15:00:00.000000,165,69,66,43,1.0,40.0,40.0,20.0,0.0,0.0
C_1907855,安装工程计量与计价,西华大学,2020-07-16T16:00:00.000000,2020-09-01T15:59:59.000000,231,46,50,56,1.0,70.0,30.0,0.0,0.0,0.0
C_1912002,多元统计分析,北京交通大学,2020-07-27T16:00:00.000000,2020-09-15T15:59:59.000000,221,49,50,21,1.0,100.0,0.0,0.0,0.0,0.0
C_1912004,数学分析I,北京交通大学,2020-07-27T16:00:00.000000,2020-12-30T15:59:59.000000,1001,155,75,34,1.0,30.0,30.0,40.0,0.0,0.0
C_1912005,药用植物学,重庆三峡医药高等专科学校,2020-09-15T16:00:00.000000,2020-12-31T15:59:00.000000,250,106,103,65,1.0,35.0,30.0,35.0,0.0,0.0
C_1912006,乒乓球入门与提高,北京体育大学,2020-07-27T16:00:00.000000,2020-09-15T15:59:59.000000,1406,49,34,34,1.0,40.0,0.0,60.0,0.0,0.0
C_1912007,疫情防控凸显中国的大国担当,中央社会主义学院,2020-07-27T16:00:00.000000,2020-12-31T15:59:59.000000,1729,156,3,0,0.0,0.0,100.0,0.0,0.0,0.0
C_1912009,中西方抗疫模式的制度比较与文化逻辑,中央社会主义学院,2020-07-27T16:00:00.000000,2020-12-31T15:59:59.000000,103,156,2,0,0.0,0.0,100.0,0.0,0.0,0.0
C_1912016,Soil Mechanics,长安大学,2020-07-28T16:00:00.000000,2021-08-31T15:59:59.000000,333,398,29,8,0.0,60.0,40.0,0.0,0.0,0.0
C_1912019,CNC Programming,西华大学,2020-07-28T16:00:00.000000,2021-08-31T15:59:59.000000,120,398,53,5,0.0,40.0,20.0,40.0,0.0,0.0
C_1912735,Web前端攻城狮,清华大学,2020-07-05T16:00:00.000000,2020-09-13T15:00:00.000000,122,69,65,0,1.0,0.0,100.0,0.0,0.0,0.0
C_1915246,精准肿瘤学病例分析,山东大学,2020-07-31T07:17:42.000000,2020-12-30T16:00:00.000000,92,152,23,8,0.0,30.0,30.0,40.0,0.0,0.0
C_1918053,工程伦理,,2020-08-31T16:00:00.000000,2021-01-08T15:59:59.000000,50,129,41,8,0.0,60.0,20.0,20.0,0.0,0.0
C_1918351,Gas Reservoir Engineering,中国石油大学（华东）,2020-08-05T16:00:00.000000,2021-03-06T16:00:00.000000,58,213,39,5,0.0,20.0,20.0,60.0,0.0,0.0
C_1918363,The Prevention and Management of COVID-19,广州医科大学,2020-08-09T16:00:00.000000,2021-05-15T15:59:00.000000,2478,278,27,7,1.0,40.0,30.0,30.0,0.0,0.0
C_1924403,文献检索与论文写作,西北工业大学,2020-08-31T16:00:00.000000,2020-12-29T16:00:00.000000,306,120,69,11,1.0,40.0,30.0,30.0,0.0,0.0
C_1925887,Web前端开发,陕西国防工业职业技术学院,2020-08-11T16:00:00.000000,2020-12-30T16:00:00.000000,181,141,57,7,1.0,50.0,20.0,30.0,0.0,0.0
C_1925892,时尚买手训练营,北京服装学院,2020-08-11T16:00:00.000000,2020-12-30T16:00:00.000000,204,141,43,0,1.0,10.0,30.0,30.0,30.0,0.0
C_1925894,蓝色地球,云南大学,2020-08-11T16:00:00.000000,2020-12-30T16:00:00.000000,240,141,37,30,0.0,40.0,30.0,30.0,0.0,0.0
C_1925896,版式设计,西安石油大学,2020-08-11T16:00:00.000000,2021-01-31T16:00:00.000000,221,173,30,30,1.0,20.0,60.0,20.0,0.0,0.0
C_1925897,农药学,中国农业大学,2020-08-11T16:00:00.000000,2021-02-26T15:59:59.000000,6960,198,78,18,1.0,60.0,10.0,30.0,0.0,0.0
C_1925898,高等代数 I,北京交通大学,2020-08-11T16:00:00.000000,2020-12-30T16:00:00.000000,848,141,38,36,1.0,30.0,30.0,40.0,0.0,0.0
C_1925903,数学分析II,北京交通大学,2020-08-11T16:00:00.000000,2020-12-30T16:00:00.000000,246,141,56,31,1.0,30.0,30.0,40.0,0.0,0.0
C_1925909,Chinese Literature,襄阳职业技术学院,2020-08-13T16:00:00.000000,2021-08-31T15:59:59.000000,27,382,73,28,0.0,35.0,40.0,25.0,0.0,0.0
C_1925910,Surgery,中国医科大学,2020-08-16T16:00:00.000000,2021-08-31T07:26:04.000000,142,379,43,28,0.0,60.0,40.0,0.0,0.0,0.0
C_1925922,回归分析,北京交通大学,2020-08-11T16:00:00.000000,2020-12-30T16:00:00.000000,144,141,20,5,1.0,30.0,40.0,30.0,0.0,0.0
C_1941101,英语科技文献阅读,哈尔滨工业大学,2020-08-20T03:59:59.000000,2020-12-30T16:00:00.000000,1096,132,59,6,1.0,15.0,30.0,40.0,15.0,0.0
C_1944717,Dancing with the Graver-Appreciation and Application of Yunnan Irreproducible Woodcut Prints,玉溪师范学院,2020-08-30T16:00:00.000000,2021-08-31T15:59:59.000000,41,365,67,59,0.0,10.0,50.0,20.0,20.0,0.0
C_1944721,数字信号处理,河北工业大学,2020-08-31T16:00:00.000000,2020-12-31T15:59:59.000000,500,121,68,6,1.0,40.0,50.0,10.0,0.0,0.0
C_1944723,天气学,云南大学,2020-08-19T16:00:00.000000,2020-12-30T16:00:00.000000,356,133,25,7,1.0,20.0,40.0,40.0,0.0,0.0
C_1944724,大学计算机应用基础,云南大学,2020-08-19T16:00:00.000000,2020-12-30T16:00:00.000000,902,133,53,7,1.0,40.0,30.0,30.0,0.0,0.0
C_1944725,中华民族精神,中央民族大学,2020-08-19T16:00:00.000000,2020-12-30T16:00:00.000000,159,133,12,12,1.0,30.0,30.0,40.0,0.0,0.0
C_1944726,电磁场与波,西安交通大学,2020-08-19T16:00:00.000000,2021-01-31T15:59:59.000000,372,164,93,10,0.0,40.0,30.0,30.0,0.0,0.0
C_1944729,实用针灸学——经络养生与康复,暨南大学,2020-08-19T16:00:00.000000,2020-12-30T16:00:00.000000,1290,133,56,10,1.0,45.0,25.0,30.0,0.0,0.0
C_1960452,医事法学,首都医科大学,2020-08-25T05:57:15.000000,2020-12-30T16:00:00.000000,2150,127,49,6,0.0,40.0,30.0,30.0,0.0,0.0
C_1980009,油区构造解析,中国石油大学（华东）,2020-08-31T16:00:00.000000,2021-01-01T15:59:59.000000,1732,122,29,7,0.0,40.0,30.0,30.0,0.0,0.0
C_1987701,计算机基础与应用,云南财经大学,2020-09-20T16:00:00.000000,2021-01-10T15:59:59.000000,1143,111,63,15,0.0,50.0,50.0,0.0,0.0,0.0
C_1987717,计算机组织与结构,大连理工大学,2020-09-13T16:00:00.000000,2021-01-18T15:59:59.000000,67,126,53,23,1.0,20.0,20.0,60.0,0.0,0.0
C_1992917,猪生产,辽宁农业职业技术学院,2020-08-11T16:00:00.000000,2021-02-28T15:59:59.000000,1617,200,31,6,1.0,50.0,20.0,30.0,0.0,0.0
C_1992921,医药市场营销,重庆三峡医药高等专科学校,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,540,126,16,23,1.0,30.0,20.0,50.0,0.0,0.0
C_1992925,能源化学工程概论,西北大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,70,126,37,0,1.0,0.0,30.0,60.0,10.0,0.0
C_1992927,韩妆技巧与形象塑造,临沂大学,2020-08-26T16:00:00.000000,2021-02-21T15:59:59.000000,407,178,40,8,1.0,60.0,10.0,30.0,0.0,0.0
C_1992929,运动训练学,北京体育大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,417,126,42,6,1.0,50.0,20.0,30.0,0.0,0.0
C_1992935,数字化设计,辽宁科技大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,142,126,101,42,1.0,70.0,30.0,0.0,0.0,0.0
C_1992940,宪法学,辽宁大学,2020-08-26T16:00:00.000000,2021-01-17T15:59:59.000000,5397,143,40,6,1.0,60.0,10.0,30.0,0.0,0.0
C_1992945,几何学基础,北京交通大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,187,126,42,43,1.0,40.0,60.0,0.0,0.0,0.0
C_1992947,古代汉语与元典阅读,湖北大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,269,126,80,9,1.0,30.0,45.0,25.0,0.0,0.0
C_1992950,遗传学,华南农业大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,195,126,43,43,1.0,30.0,20.0,50.0,0.0,0.0
C_1992952,Matlab 基础及在地学中的应用,云南大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,99,126,20,5,1.0,0.0,50.0,50.0,0.0,0.0
C_1992970,数学分析III,北京交通大学,2020-08-26T16:00:00.000000,2020-12-31T15:59:59.000000,253,126,80,28,1.0,30.0,30.0,40.0,0.0,0.0
C_1996570,机械制图（Ⅱ）,北京石油化工学院,2020-08-27T16:00:00.000000,2020-12-31T15:59:00.000000,305,125,42,22,1.0,40.0,30.0,30.0,0.0,0.0
C_1997524,职业伦理,清华大学,2020-08-30T16:00:00.000000,2021-01-10T15:59:59.000000,2911,132,36,16,1.0,35.0,50.0,15.0,0.0,0.0
C_2027893,机械制图（Ⅰ）,北京石油化工学院,2020-08-31T16:00:00.000000,2020-12-31T15:59:00.000000,594,121,77,23,1.0,40.0,30.0,30.0,0.0,0.0
C_2033947,临床思维与人际沟通,北京大学,2020-09-02T06:07:53.000000,2020-12-30T16:00:00.000000,1356,119,50,12,0.0,40.0,30.0,30.0,0.0,0.0
C_2033958,工程伦理2.0,清华大学,2020-09-03T16:00:00.000000,2020-12-31T15:59:59.000000,2180,118,61,14,1.0,40.0,30.0,30.0,0.0,0.0
C_2053613,科学研究方法与论文写作,复旦大学,2020-09-03T09:04:58.000000,2020-12-31T15:59:59.000000,1268,119,64,29,0.0,30.0,40.0,30.0,0.0,0.0
C_2059281,中国陶笛艺术探索,中国石油大学（北京）,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,601,119,35,16,1.0,50.0,50.0,0.0,0.0,0.0
C_2059282,会展旅游及实训,成都理工大学,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,118,119,27,10,1.0,40.0,30.0,30.0,0.0,0.0
C_2059286,AutoCAD软件应用,陕西国防工业职业技术学院,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,740,119,40,1,1.0,0.0,30.0,60.0,0.0,10.0
C_2059290,化工原理,广东工业大学,2020-09-02T16:00:00.000000,2021-02-21T15:59:59.000000,3729,171,86,89,1.0,30.0,30.0,30.0,10.0,0.0
C_2059291,导游知识与技能训练,云南大学旅游文化学院,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,361,119,49,6,0.0,40.0,30.0,30.0,0.0,0.0
C_2059292,生活中的化工原理（上）,广东石油化工学院,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,397,119,47,37,0.0,35.0,35.0,30.0,0.0,0.0
C_2059293,生活中的化工原理（下）,广东石油化工学院,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,462,119,23,29,0.0,35.0,35.0,30.0,0.0,0.0
C_2059294,数学物理方程,北京交通大学,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,235,119,40,4,0.0,60.0,40.0,0.0,0.0,0.0
C_2059295,火针疗法临床应用,天津中医药大学,2020-09-02T16:00:00.000000,2021-01-17T15:59:59.000000,7913,136,36,10,0.0,30.0,50.0,20.0,0.0,0.0
C_2059297,哲思与诗意——禅诗鉴赏与创作,暨南大学,2020-09-02T16:00:00.000000,2020-12-31T15:59:59.000000,4027,119,33,9,0.0,75.0,25.0,0.0,0.0,0.0
C_2059299,视觉传达与传播设计,安徽工程大学,2020-09-02T16:00:00.000000,2020-10-05T15:59:59.000000,1100,32,60,22,0.0,40.0,20.0,40.0,0.0,0.0
C_2059299,视觉传达与传播设计,安徽工程大学,2020-10-05T16:00:00.000000,2020-12-31T15:59:00.000000,1100,86,60,22,0.0,40.0,20.0,40.0,0.0,0.0
